Ind1	Ind2	R	LnL(R)		U	HS	FS	PO
ESSE13 	ESSR25 	U	-56.50		-	2.11	6.25	9999
ESSE13 	ESSR26 	U	-57.54		-	4.71	9.96	9999
ESSE13 	ESSR27 	U	-53.50		-	3.89	8.41	9999
ESSE13 	ESSR28 	HS	-44.83		0.50	-	1.22	9999
ESSE13 	ESSE01 	U	-49.22		-	1.36	4.58	9999
ESSE13 	ESSE02 	U	-64.02		-	2.77	7.59	9999
ESSE13 	ESSE03 	U	-56.31		-	1.92	6.31	9999
ESSE13 	ESSE04 	U	-48.98		-	0.29	2.63	9999
ESSE13 	ESSE05 	U	-50.84		-	1.72	5.71	9999
ESSE13 	ESSE06 	HS	-59.56		1.18	-	1.61	9999
ESSE13 	ESSE07 	U	-57.00		-	1.31	4.83	9999
ESSE13 	ESSE08 	HS	-50.93		0.56	-	1.69	9999
ESSE13 	ESSE09 	U	-57.18		-	1.39	5.17	9999
ESSE13 	ESSE10 	U	-47.58		-	1.35	4.34	9999
ESSE13 	ESSE11 	PO	-47.32		1.88	0.47	1.66	-
ESSE13 	ESSE12 	U	-65.62		-	0.67	4.82	9999
ESSE14 	ESSR18 	U	-62.06		-	2.34	5.69	9999
ESSE14 	ESSR19 	U	-67.48		-	0.69	3.66	9999
ESSE14 	ESSR20 	U	-65.64		-	2.73	7.00	9999
ESSE14 	ESSR01 	HS	-64.35		0.01	-	2.31	9999
ESSE14 	ESSR02 	U	-62.43		-	3.53	8.08	9999
ESSE14 	ESSR03 	U	-65.76		-	2.45	7.59	9999
ESSE14 	ESSR04 	HS	-65.44		0.45	-	3.00	9999
ESSE14 	ESSR05 	U	-58.72		-	0.78	4.69	9999
ESSE14 	ESSR06 	U	-70.60		-	2.98	7.50	9999
ESSE14 	ESSR07 	U	-60.71		-	2.70	6.77	9999
ESSE14 	ESSR08 	U	-67.30		-	1.33	5.84	9999
ESSE14 	ESSR09 	U	-66.39		-	2.58	6.65	9999
ESSE14 	ESSR10 	U	-53.51		-	2.20	5.76	9999
ESSE14 	ESSR11 	U	-61.84		-	0.83	4.31	9999
ESSE14 	ESSR12 	U	-62.28		-	3.05	7.19	9999
ESSE14 	ESSR13 	U	-53.40		-	0.95	2.74	9999
ESSE14 	ESSR14 	U	-73.14		-	0.19	4.21	9999
ESSE14 	ESSR15 	U	-54.80		-	3.18	8.13	9999
ESSE14 	ESSR16 	U	-64.06		-	2.63	6.75	9999
ESSE14 	ESSR17 	U	-67.70		-	2.17	6.16	9999
ESSE14 	ESSR21 	HS	-60.74		0.78	-	3.35	9999
ESSE14 	ESSR22 	U	-63.52		-	3.71	8.92	9999
ESSE14 	ESSR23 	U	-68.44		-	3.07	8.24	9999
ESSE14 	ESSR24 	U	-60.64		-	3.35	7.10	9999
ESSE14 	ESSR25 	U	-66.76		-	4.65	10.34	9999
ESSE14 	ESSR26 	U	-66.90		-	4.97	10.46	9999
ESSE14 	ESSR27 	U	-63.77		-	4.53	9.51	9999
ESSE14 	ESSR28 	U	-55.59		-	4.54	10.00	9999
ESSE14 	ESSE01 	U	-61.10		-	2.44	7.32	9999
ESSE14 	ESSE02 	U	-75.90		-	0.14	3.48	9999
ESSE14 	ESSE03 	U	-68.19		-	2.52	7.39	9999
ESSE14 	ESSE04 	U	-59.24		-	1.87	4.83	9999
ESSE14 	ESSE05 	U	-62.72		-	0.94	3.18	9999
ESSE14 	ESSE06 	U	-72.63		-	1.34	4.35	9999
ESSE14 	ESSE07 	HS	-66.46		2.42	-	0.66	9999
ESSE14 	ESSE08 	U	-63.38		-	1.62	6.20	9999
ESSE14 	ESSE09 	U	-69.06		-	1.73	4.96	9999
ESSE14 	ESSE10 	U	-59.43		-	1.31	5.51	9999
ESSE14 	ESSE11 	U	-61.09		-	1.82	6.53	9999
ESSE14 	ESSE12 	U	-77.51		-	2.13	6.91	9999
ESSE14 	ESSE13 	U	-57.99		-	2.17	6.20	9999
ESSE15 	ESSR18 	U	-59.01		-	1.34	5.78	9999
ESSE15 	ESSR19 	U	-64.42		-	4.16	9.85	9999
ESSE15 	ESSR20 	U	-62.59		-	3.52	8.51	9999
ESSE15 	ESSR01 	HS	-60.23		1.09	-	1.28	9999
ESSE15 	ESSR02 	U	-59.38		-	3.39	8.20	9999
ESSE15 	ESSR03 	U	-62.70		-	3.18	7.36	9999
ESSE15 	ESSR04 	U	-62.84		-	2.48	6.91	9999
ESSE15 	ESSR05 	HS	-56.56		0.01	-	2.75	9999
ESSE15 	ESSR06 	U	-67.55		-	3.65	8.26	9999
ESSE15 	ESSR07 	U	-58.57		-	2.37	7.16	9999
ESSE15 	ESSR08 	U	-64.25		-	2.07	6.52	9999
ESSE15 	ESSR09 	U	-63.33		-	1.88	4.69	9999
ESSE15 	ESSR10 	U	-50.45		-	1.48	3.92	9999
ESSE15 	ESSR11 	U	-58.79		-	1.47	5.85	9999
ESSE15 	ESSR12 	U	-57.79		-	1.92	4.89	9999
ESSE15 	ESSR13 	U	-49.71		-	3.33	7.61	9999
ESSE15 	ESSR14 	U	-70.09		-	4.04	8.44	9999
ESSE15 	ESSR15 	U	-51.11		-	0.74	3.54	9999
ESSE15 	ESSR16 	U	-61.01		-	0.39	4.20	9999
ESSE15 	ESSR17 	U	-64.65		-	4.63	9.82	9999
ESSE15 	ESSR21 	U	-57.60		-	3.41	8.33	9999
ESSE15 	ESSR22 	U	-59.03		-	2.15	5.28	9999
ESSE15 	ESSR23 	U	-63.95		-	3.27	7.33	9999
ESSE15 	ESSR24 	U	-56.15		-	4.65	9.91	9999
ESSE15 	ESSR25 	U	-62.27		-	3.40	8.06	9999
ESSE15 	ESSR26 	U	-63.31		-	5.05	10.56	9999
ESSE15 	ESSR27 	U	-59.28		-	3.73	8.35	9999
ESSE15 	ESSR28 	U	-51.10		-	2.22	5.81	9999
ESSE15 	ESSE01 	HS	-56.69		1.36	-	0.70	9999
ESSE15 	ESSE02 	U	-72.85		-	1.13	5.60	9999
ESSE15 	ESSE03 	U	-65.14		-	2.81	7.29	9999
ESSE15 	ESSE04 	U	-54.75		-	2.76	6.87	9999
ESSE15 	ESSE05 	U	-59.67		-	3.16	8.32	9999
ESSE15 	ESSE06 	U	-69.58		-	1.56	4.55	9999
ESSE15 	ESSE07 	U	-65.83		-	1.73	6.16	9999
ESSE15 	ESSE08 	U	-60.32		-	1.42	3.91	9999
ESSE15 	ESSE09 	U	-66.01		-	2.28	6.78	9999
ESSE15 	ESSE10 	U	-56.36		-	1.64	5.28	9999
ESSE15 	ESSE11 	U	-58.04		-	0.44	2.81	9999
ESSE15 	ESSE12 	U	-74.45		-	1.71	6.63	9999
ESSE15 	ESSE13 	HS	-54.72		0.22	-	1.44	9999
ESSE15 	ESSE14 	U	-66.83		-	0.33	1.39	9999
ESSE16 	ESSR18 	U	-57.71		-	2.90	7.48	9999
ESSE16 	ESSR19 	U	-63.13		-	3.25	7.54	9999
ESSE16 	ESSR20 	HS	-59.94		1.35	-	0.67	9999
ESSE16 	ESSR01 	HS	-59.98		0.03	-	3.19	9999
ESSE16 	ESSR02 	U	-58.08		-	2.53	7.11	9999
ESSE16 	ESSR03 	U	-61.41		-	3.67	8.12	9999
ESSE16 	ESSR04 	U	-61.54		-	3.41	8.18	9999
ESSE16 	ESSR05 	U	-55.27		-	2.80	7.32	9999
ESSE16 	ESSR06 	U	-66.25		-	2.68	7.48	9999
ESSE16 	ESSR07 	HS	-57.04		0.24	-	1.21	9999
ESSE16 	ESSR08 	U	-62.95		-	0.84	4.45	9999
ESSE16 	ESSR09 	U	-62.03		-	1.28	5.36	9999
ESSE16 	ESSR10 	U	-48.45		-	0.71	4.27	9999
ESSE16 	ESSR11 	U	-57.49		-	4.19	8.96	9999
ESSE16 	ESSR12 	U	-57.25		-	0.14	3.27	9999
ESSE16 	ESSR13 	U	-49.98		-	1.57	4.20	9999
ESSE16 	ESSR14 	U	-68.79		-	1.69	6.54	9999
ESSE16 	ESSR15 	U	-51.38		-	2.20	5.52	9999
ESSE16 	ESSR16 	U	-59.71		-	1.90	6.29	9999
ESSE16 	ESSR17 	U	-63.35		-	1.97	6.58	9999
ESSE16 	ESSR21 	HS	-56.90		0.16	-	3.65	9999
ESSE16 	ESSR22 	U	-58.49		-	2.04	4.85	9999
ESSE16 	ESSR23 	U	-63.41		-	1.43	4.53	9999
ESSE16 	ESSR24 	U	-55.61		-	5.42	11.07	9999
ESSE16 	ESSR25 	U	-61.73		-	3.12	7.48	9999
ESSE16 	ESSR26 	U	-62.77		-	4.26	9.55	9999
ESSE16 	ESSR27 	U	-58.74		-	3.92	9.18	9999
ESSE16 	ESSR28 	U	-50.56		-	1.52	4.68	9999
ESSE16 	ESSE01 	U	-56.75		-	1.25	3.70	9999
ESSE16 	ESSE02 	U	-71.55		-	2.16	6.78	9999
ESSE16 	ESSE03 	U	-63.84		-	1.67	6.14	9999
ESSE16 	ESSE04 	U	-54.21		-	0.69	3.72	9999
ESSE16 	ESSE05 	U	-58.37		-	2.15	6.16	9999
ESSE16 	ESSE06 	U	-68.28		-	0.65	3.99	9999
ESSE16 	ESSE07 	U	-64.53		-	2.53	6.41	9999
ESSE16 	ESSE08 	U	-59.02		-	2.01	5.38	9999
ESSE16 	ESSE09 	HS	-63.45		1.26	-	2.93	9999
ESSE16 	ESSE10 	U	-55.11		-	0.78	3.92	9999
ESSE16 	ESSE11 	HS	-55.55		1.19	-	0.49	9999
ESSE16 	ESSE12 	HS	-70.51		2.65	-	2.93	9999
ESSE16 	ESSE13 	FS	-50.24		3.41	1.26	-	9999
ESSE16 	ESSE14 	U	-65.53		-	4.03	9.60	9999
ESSE16 	ESSE15 	HS	-61.67		0.81	-	2.04	9999
ESSE17 	ESSR18 	U	-53.99		-	2.13	6.01	9999
ESSE17 	ESSR19 	U	-59.40		-	3.34	8.08	9999
ESSE17 	ESSR20 	U	-57.57		-	3.01	7.93	9999
ESSE17 	ESSR01 	U	-56.29		-	1.36	4.04	9999
ESSE17 	ESSR02 	U	-54.36		-	2.23	6.20	9999
ESSE17 	ESSR03 	U	-57.68		-	2.14	6.68	9999
ESSE17 	ESSR04 	U	-57.82		-	0.83	2.27	9999
ESSE17 	ESSR05 	U	-50.64		-	3.29	7.47	9999
ESSE17 	ESSR06 	U	-62.53		-	0.18	2.87	9999
ESSE17 	ESSR07 	U	-52.64		-	3.39	8.16	9999
ESSE17 	ESSR08 	U	-59.23		-	3.37	7.98	9999
ESSE17 	ESSR09 	U	-58.31		-	3.43	8.52	9999
ESSE17 	ESSR10 	U	-46.04		-	0.33	2.01	9999
ESSE17 	ESSR11 	HS	-53.07		0.70	-	2.29	9999
ESSE17 	ESSR12 	U	-55.83		-	3.15	7.83	9999
ESSE17 	ESSR13 	U	-45.66		-	0.41	3.78	9999
ESSE17 	ESSR14 	U	-65.07		-	2.83	7.92	9999
ESSE17 	ESSR15 	U	-47.06		-	1.58	5.75	9999
ESSE17 	ESSR16 	U	-55.99		-	0.76	3.39	9999
ESSE17 	ESSR17 	U	-59.63		-	1.15	4.24	9999
ESSE17 	ESSR21 	U	-56.05		-	1.18	4.32	9999
ESSE17 	ESSR22 	U	-57.06		-	0.81	4.89	9999
ESSE17 	ESSR23 	U	-61.99		-	1.66	4.61	9999
ESSE17 	ESSR24 	HS	-53.71		0.48	-	1.50	9999
ESSE17 	ESSR25 	U	-60.31		-	4.03	9.39	9999
ESSE17 	ESSR26 	U	-60.44		-	3.30	7.31	9999
ESSE17 	ESSR27 	U	-57.32		-	3.63	8.06	9999
ESSE17 	ESSR28 	U	-49.14		-	3.54	8.33	9999
ESSE17 	ESSE01 	U	-53.03		-	1.77	4.70	9999
ESSE17 	ESSE02 	U	-67.83		-	0.65	4.06	9999
ESSE17 	ESSE03 	PO	-52.51		7.61	2.68	2.54	-
ESSE17 	ESSE04 	U	-52.79		-	3.33	8.15	9999
ESSE17 	ESSE05 	U	-54.65		-	2.09	5.43	9999
ESSE17 	ESSE06 	U	-64.56		-	2.52	7.19	9999
ESSE17 	ESSE07 	U	-60.81		-	1.18	3.91	9999
ESSE17 	ESSE08 	U	-55.30		-	1.99	6.08	9999
ESSE17 	ESSE09 	U	-60.99		-	2.00	6.47	9999
ESSE17 	ESSE10 	PO	-45.69		7.17	2.52	3.32	-
ESSE17 	ESSE11 	U	-53.02		-	0.91	4.13	9999
ESSE17 	ESSE12 	U	-69.43		-	3.44	7.64	9999
ESSE17 	ESSE13 	U	-49.92		-	1.25	4.75	9999
ESSE17 	ESSE14 	U	-61.81		-	1.27	5.45	9999
ESSE17 	ESSE15 	HS	-58.36		0.39	-	2.84	9999
ESSE17 	ESSE16 	U	-57.45		-	0.59	4.43	9999
ESSE18 	ESSR18 	U	-56.92		-	0.79	4.91	9999
ESSE18 	ESSR19 	U	-62.34		-	2.05	6.55	9999
ESSE18 	ESSR20 	U	-60.50		-	0.57	2.12	9999
ESSE18 	ESSR01 	U	-59.23		-	1.98	4.91	9999
ESSE18 	ESSR02 	U	-57.30		-	1.75	6.10	9999
ESSE18 	ESSR03 	U	-60.62		-	1.76	5.51	9999
ESSE18 	ESSR04 	U	-60.75		-	2.99	7.10	9999
ESSE18 	ESSR05 	U	-52.28		-	0.62	4.24	9999
ESSE18 	ESSR06 	U	-65.46		-	2.93	7.20	9999
ESSE18 	ESSR07 	U	-54.28		-	3.07	7.25	9999
ESSE18 	ESSR08 	U	-62.16		-	2.25	6.89	9999
ESSE18 	ESSR09 	HS	-61.16		0.09	-	3.41	9999
ESSE18 	ESSR10 	U	-49.76		-	2.93	6.68	9999
ESSE18 	ESSR11 	HS	-56.60		0.10	-	2.49	9999
ESSE18 	ESSR12 	U	-56.46		-	1.44	4.84	9999
ESSE18 	ESSR13 	U	-47.84		-	1.40	4.43	9999
ESSE18 	ESSR14 	U	-68.01		-	2.37	6.61	9999
ESSE18 	ESSR15 	HS	-48.59		0.65	-	1.22	9999
ESSE18 	ESSR16 	U	-58.92		-	1.87	6.34	9999
ESSE18 	ESSR17 	U	-62.57		-	4.88	10.03	9999
ESSE18 	ESSR21 	U	-56.27		-	5.38	11.03	9999
ESSE18 	ESSR22 	U	-57.70		-	1.52	2.87	9999
ESSE18 	ESSR23 	U	-62.63		-	4.14	8.16	9999
ESSE18 	ESSR24 	U	-54.82		-	1.61	5.85	9999
ESSE18 	ESSR25 	U	-60.95		-	0.27	3.66	9999
ESSE18 	ESSR26 	U	-59.78		-	3.47	8.32	9999
ESSE18 	ESSR27 	U	-57.95		-	5.09	10.93	9999
ESSE18 	ESSR28 	HS	-48.62		1.15	-	2.23	9999
ESSE18 	ESSE01 	U	-55.97		-	0.09	2.32	9999
ESSE18 	ESSE02 	U	-70.77		-	1.51	5.23	9999
ESSE18 	ESSE03 	U	-63.06		-	0.61	3.10	9999
ESSE18 	ESSE04 	U	-53.42		-	2.37	5.87	9999
ESSE18 	ESSE05 	U	-57.58		-	1.53	4.41	9999
ESSE18 	ESSE06 	U	-67.50		-	1.81	5.57	9999
ESSE18 	ESSE07 	U	-63.75		-	4.01	9.49	9999
ESSE18 	ESSE08 	U	-58.24		-	2.02	6.07	9999
ESSE18 	ESSE09 	U	-63.92		-	3.25	8.75	9999
ESSE18 	ESSE10 	U	-55.63		-	1.49	3.57	9999
ESSE18 	ESSE11 	HS	-54.14		1.81	-	1.47	9999
ESSE18 	ESSE12 	U	-72.37		-	4.51	10.28	9999
ESSE18 	ESSE13 	U	-52.86		-	0.76	3.38	9999
ESSE18 	ESSE14 	U	-64.74		-	3.58	9.16	9999
ESSE18 	ESSE15 	HS	-60.13		1.56	-	1.86	9999
ESSE18 	ESSE16 	HS	-59.58		0.81	-	1.39	9999
ESSE18 	ESSE17 	U	-56.67		-	0.40	3.72	9999
ESSE19 	ESSR18 	HS	-65.75		0.19	-	0.94	9999
ESSE19 	ESSR19 	U	-71.36		-	3.33	7.69	9999
ESSE19 	ESSR20 	U	-69.52		-	3.14	7.54	9999
ESSE19 	ESSR01 	U	-68.25		-	4.01	9.73	9999
ESSE19 	ESSR02 	U	-66.32		-	3.62	8.22	9999
ESSE19 	ESSR03 	U	-69.64		-	3.23	8.21	9999
ESSE19 	ESSR04 	U	-69.77		-	2.91	7.63	9999
ESSE19 	ESSR05 	U	-62.60		-	1.44	4.52	9999
ESSE19 	ESSR06 	U	-74.48		-	3.21	8.48	9999
ESSE19 	ESSR07 	U	-64.60		-	0.02	3.47	9999
ESSE19 	ESSR08 	U	-71.18		-	5.01	11.09	9999
ESSE19 	ESSR09 	U	-70.27		-	0.94	4.49	9999
ESSE19 	ESSR10 	U	-59.37		-	1.92	4.67	9999
ESSE19 	ESSR11 	U	-65.72		-	1.97	6.81	9999
ESSE19 	ESSR12 	U	-64.31		-	3.72	7.67	9999
ESSE19 	ESSR13 	U	-55.39		-	1.19	4.19	9999
ESSE19 	ESSR14 	U	-77.03		-	1.42	4.72	9999
ESSE19 	ESSR15 	U	-56.79		-	2.67	6.06	9999
ESSE19 	ESSR16 	U	-67.94		-	0.01	2.81	9999
ESSE19 	ESSR17 	HS	-70.98		0.60	-	2.97	9999
ESSE19 	ESSR21 	HS	-63.26		0.29	-	2.94	9999
ESSE19 	ESSR22 	U	-65.54		-	1.61	4.74	9999
ESSE19 	ESSR23 	U	-70.47		-	4.09	9.41	9999
ESSE19 	ESSR24 	U	-62.67		-	3.41	7.79	9999
ESSE19 	ESSR25 	U	-68.79		-	5.50	11.62	9999
ESSE19 	ESSR26 	U	-68.92		-	4.21	9.47	9999
ESSE19 	ESSR27 	U	-65.80		-	0.79	3.96	9999
ESSE19 	ESSR28 	U	-57.62		-	4.02	9.14	9999
ESSE19 	ESSE01 	U	-64.98		-	4.92	10.80	9999
ESSE19 	ESSE02 	U	-79.79		-	4.91	10.84	9999
ESSE19 	ESSE03 	U	-72.08		-	3.77	9.38	9999
ESSE19 	ESSE04 	U	-61.27		-	1.71	3.66	9999
ESSE19 	ESSE05 	U	-66.60		-	2.73	7.43	9999
ESSE19 	ESSE06 	U	-76.52		-	4.72	10.57	9999
ESSE19 	ESSE07 	HS	-72.34		0.42	-	3.03	9999
ESSE19 	ESSE08 	U	-67.26		-	0.11	2.76	9999
ESSE19 	ESSE09 	U	-72.94		-	3.51	7.64	9999
ESSE19 	ESSE10 	U	-62.28		-	2.37	6.89	9999
ESSE19 	ESSE11 	HS	-64.59		0.39	-	2.56	9999
ESSE19 	ESSE12 	PO	-68.45		12.94	3.38	3.36	-
ESSE19 	ESSE13 	U	-61.88		-	0.82	5.05	9999
ESSE19 	ESSE14 	U	-73.76		-	2.65	7.07	9999
ESSE19 	ESSE15 	U	-70.71		-	1.85	6.84	9999
ESSE19 	ESSE16 	U	-69.41		-	1.62	6.23	9999
ESSE19 	ESSE17 	U	-65.69		-	4.30	9.35	9999
ESSE19 	ESSE18 	U	-68.62		-	1.84	6.62	9999
ESSE20 	ESSR18 	U	-61.68		-	1.72	4.70	9999
ESSE20 	ESSR19 	HS	-66.20		0.90	-	3.11	9999
ESSE20 	ESSR20 	HS	-62.76		2.50	-	1.17	9999
ESSE20 	ESSR01 	U	-63.99		-	3.35	8.69	9999
ESSE20 	ESSR02 	U	-62.06		-	3.40	8.46	9999
ESSE20 	ESSR03 	U	-65.38		-	2.14	6.43	9999
ESSE20 	ESSR04 	U	-65.51		-	2.52	6.74	9999
ESSE20 	ESSR05 	U	-58.34		-	3.55	8.36	9999
ESSE20 	ESSR06 	U	-70.22		-	0.25	3.98	9999
ESSE20 	ESSR07 	U	-60.33		-	0.37	1.92	9999
ESSE20 	ESSR08 	U	-66.92		-	3.81	9.36	9999
ESSE20 	ESSR09 	U	-66.01		-	2.85	7.70	9999
ESSE20 	ESSR10 	U	-54.99		-	2.06	6.40	9999
ESSE20 	ESSR11 	U	-61.46		-	4.39	9.47	9999
ESSE20 	ESSR12 	U	-61.22		-	0.51	3.80	9999
ESSE20 	ESSR13 	HS	-52.92		0.10	-	2.21	9999
ESSE20 	ESSR14 	HS	-71.52		1.25	-	1.41	9999
ESSE20 	ESSR15 	U	-54.42		-	1.70	5.79	9999
ESSE20 	ESSR16 	U	-63.68		-	1.77	5.28	9999
ESSE20 	ESSR17 	U	-67.32		-	2.60	7.46	9999
ESSE20 	ESSR21 	U	-59.35		-	3.40	8.12	9999
ESSE20 	ESSR22 	U	-62.46		-	3.70	8.90	9999
ESSE20 	ESSR23 	U	-67.38		-	2.56	7.40	9999
ESSE20 	ESSR24 	U	-59.58		-	3.93	8.59	9999
ESSE20 	ESSR25 	U	-65.70		-	3.82	9.31	9999
ESSE20 	ESSR26 	U	-65.84		-	3.69	8.47	9999
ESSE20 	ESSR27 	U	-62.71		-	1.74	4.51	9999
ESSE20 	ESSR28 	U	-54.53		-	3.10	7.74	9999
ESSE20 	ESSE01 	U	-60.72		-	5.44	11.68	9999
ESSE20 	ESSE02 	U	-75.52		-	0.40	3.99	9999
ESSE20 	ESSE03 	U	-67.81		-	3.38	8.64	9999
ESSE20 	ESSE04 	U	-58.18		-	0.83	4.03	9999
ESSE20 	ESSE05 	FS	-58.24		4.10	1.81	-	9999
ESSE20 	ESSE06 	U	-72.25		-	2.69	6.17	9999
ESSE20 	ESSE07 	U	-68.50		-	0.71	2.32	9999
ESSE20 	ESSE08 	U	-63.00		-	0.57	4.63	9999
ESSE20 	ESSE09 	HS	-68.34		0.35	-	2.48	9999
ESSE20 	ESSE10 	U	-60.24		-	3.15	8.05	9999
ESSE20 	ESSE11 	U	-60.71		-	2.29	7.04	9999
ESSE20 	ESSE12 	U	-77.13		-	4.79	10.66	9999
ESSE20 	ESSE13 	U	-57.61		-	1.43	5.09	9999
ESSE20 	ESSE14 	U	-69.50		-	0.06	0.67	9999
ESSE20 	ESSE15 	U	-66.45		-	4.62	10.42	9999
ESSE20 	ESSE16 	U	-65.15		-	0.96	3.87	9999
ESSE20 	ESSE17 	U	-61.43		-	2.74	7.30	9999
ESSE20 	ESSE18 	U	-64.36		-	2.39	6.00	9999
ESSE20 	ESSE19 	U	-73.38		-	2.06	6.54	9999
ESSE21 	ESSR18 	U	-58.03		-	3.46	7.79	9999
ESSE21 	ESSR19 	U	-66.57		-	3.32	7.72	9999
ESSE21 	ESSR20 	U	-62.43		-	3.17	8.00	9999
ESSE21 	ESSR01 	U	-62.00		-	2.84	7.68	9999
ESSE21 	ESSR02 	U	-61.52		-	1.70	5.97	9999
ESSE21 	ESSR03 	U	-62.71		-	2.28	6.70	9999
ESSE21 	ESSR04 	U	-64.98		-	3.15	7.42	9999
ESSE21 	ESSR05 	U	-56.35		-	2.60	6.44	9999
ESSE21 	ESSR06 	U	-69.69		-	3.46	8.92	9999
ESSE21 	ESSR07 	U	-57.67		-	0.76	4.33	9999
ESSE21 	ESSR08 	U	-62.95		-	2.15	6.15	9999
ESSE21 	ESSR09 	U	-63.34		-	4.15	8.44	9999
ESSE21 	ESSR10 	U	-53.20		-	2.62	5.81	9999
ESSE21 	ESSR11 	U	-60.93		-	0.73	3.50	9999
ESSE21 	ESSR12 	HS	-63.12		1.95	-	2.54	9999
ESSE21 	ESSR13 	U	-50.80		-	2.13	5.50	9999
ESSE21 	ESSR14 	U	-69.39		-	3.68	9.17	9999
ESSE21 	ESSR15 	U	-52.30		-	2.60	7.08	9999
ESSE21 	ESSR16 	U	-63.15		-	4.34	8.64	9999
ESSE21 	ESSR17 	U	-66.79		-	1.76	6.27	9999
ESSE21 	ESSR21 	HS	-64.42		0.87	-	2.95	9999
ESSE21 	ESSR22 	U	-66.31		-	2.01	7.05	9999
ESSE21 	ESSR23 	U	-71.24		-	1.14	5.05	9999
ESSE21 	ESSR24 	U	-63.44		-	2.34	7.02	9999
ESSE21 	ESSR25 	U	-69.56		-	5.02	10.84	9999
ESSE21 	ESSR26 	U	-69.69		-	1.38	4.72	9999
ESSE21 	ESSR27 	U	-66.57		-	3.99	8.60	9999
ESSE21 	ESSR28 	U	-58.39		-	2.88	7.67	9999
ESSE21 	ESSE01 	U	-56.75		-	2.20	6.58	9999
ESSE21 	ESSE02 	HS	-71.95		0.22	-	3.22	9999
ESSE21 	ESSE03 	U	-64.44		-	0.31	2.42	9999
ESSE21 	ESSE04 	U	-62.04		-	3.29	8.26	9999
ESSE21 	ESSE05 	U	-61.81		-	1.41	5.19	9999
ESSE21 	ESSE06 	HS	-67.52		0.18	-	2.10	9999
ESSE21 	ESSE07 	HS	-67.79		0.18	-	2.83	9999
ESSE21 	ESSE08 	U	-62.47		-	5.20	11.22	9999
ESSE21 	ESSE09 	U	-65.76		-	2.20	6.90	9999
ESSE21 	ESSE10 	U	-58.91		-	2.42	6.48	9999
ESSE21 	ESSE11 	U	-58.72		-	3.47	8.39	9999
ESSE21 	ESSE12 	U	-69.27		-	4.75	9.91	9999
ESSE21 	ESSE13 	U	-57.08		-	2.73	7.25	9999
ESSE21 	ESSE14 	U	-67.35		-	0.34	3.64	9999
ESSE21 	ESSE15 	U	-62.86		-	3.40	8.61	9999
ESSE21 	ESSE16 	U	-62.32		-	1.92	6.22	9999
ESSE21 	ESSE17 	U	-60.90		-	1.01	3.16	9999
ESSE21 	ESSE18 	U	-61.53		-	1.10	5.30	9999
ESSE21 	ESSE19 	U	-69.38		-	5.08	10.92	9999
ESSE21 	ESSE20 	U	-66.29		-	0.26	3.31	9999
ESSE22 	ESSR18 	HS	-37.54		0.61	-	0.76	9999
ESSE22 	ESSR19 	U	-43.89		-	2.00	5.51	9999
ESSE22 	ESSR20 	U	-38.22		-	0.92	2.74	9999
ESSE22 	ESSR01 	U	-39.18		-	0.11	2.34	9999
ESSE22 	ESSR02 	U	-39.01		-	0.26	1.69	9999
ESSE22 	ESSR03 	U	-39.49		-	0.52	3.02	9999
ESSE22 	ESSR04 	U	-39.36		-	0.47	2.46	9999
ESSE22 	ESSR05 	U	-36.14		-	1.00	2.29	9999
ESSE22 	ESSR06 	U	-45.05		-	2.86	5.90	9999
ESSE22 	ESSR07 	U	-35.62		-	1.73	4.70	9999
ESSE22 	ESSR08 	HS	-40.94		0.25	-	0.75	9999
ESSE22 	ESSR09 	U	-41.91		-	0.65	3.20	9999
ESSE22 	ESSR10 	U	-34.68		-	1.79	4.12	9999
ESSE22 	ESSR11 	U	-40.77		-	2.40	5.44	9999
ESSE22 	ESSR12 	U	-43.05		-	2.88	6.85	9999
ESSE22 	ESSR13 	PO	-29.63		0.59	0.05	2.01	-
ESSE22 	ESSR14 	U	-49.04		-	1.77	5.52	9999
ESSE22 	ESSR15 	U	-30.83		-	0.75	2.11	9999
ESSE22 	ESSR16 	U	-42.85		-	1.61	3.52	9999
ESSE22 	ESSR17 	U	-45.49		-	3.04	6.41	9999
ESSE22 	ESSR21 	U	-43.82		-	2.28	5.82	9999
ESSE22 	ESSR22 	U	-46.21		-	0.94	3.73	9999
ESSE22 	ESSR23 	U	-47.66		-	2.22	5.56	9999
ESSE22 	ESSR24 	HS	-41.79		1.74	-	0.51	9999
ESSE22 	ESSR25 	U	-47.73		-	0.07	2.52	9999
ESSE22 	ESSR26 	U	-45.84		-	1.44	3.91	9999
ESSE22 	ESSR27 	U	-44.87		-	2.55	6.24	9999
ESSE22 	ESSR28 	HS	-35.66		1.84	-	0.73	9999
ESSE22 	ESSE01 	U	-36.74		-	0.26	2.50	9999
ESSE22 	ESSE02 	U	-51.04		-	4.12	8.71	9999
ESSE22 	ESSE03 	U	-44.66		-	2.33	5.62	9999
ESSE22 	ESSE04 	U	-39.41		-	1.10	2.90	9999
ESSE22 	ESSE05 	U	-40.62		-	2.13	4.74	9999
ESSE22 	ESSE06 	U	-45.21		-	1.33	4.47	9999
ESSE22 	ESSE07 	U	-44.40		-	2.48	5.55	9999
ESSE22 	ESSE08 	U	-38.90		-	2.18	5.00	9999
ESSE22 	ESSE09 	U	-41.64		-	1.57	3.69	9999
