Ind1	Ind2	R	LnL(R)		U	HS	FS	PO
ESSH03 	ESSR24 	U	-42.61		-	2.94	7.01	9999
ESSH03 	ESSR25 	U	-51.42		-	3.90	8.41	9999
ESSH03 	ESSR26 	U	-52.72		-	2.38	6.23	9999
ESSH03 	ESSR27 	HS	-47.89		0.53	-	1.10	9999
ESSH03 	ESSR28 	U	-40.51		-	1.74	4.45	9999
ESSH03 	ESSE01 	FS	-42.73		3.34	1.24	-	9999
ESSH03 	ESSE02 	U	-60.68		-	0.96	4.58	9999
ESSH03 	ESSE03 	U	-50.69		-	1.21	3.14	9999
ESSH03 	ESSE04 	U	-43.57		-	0.59	2.20	9999
ESSH03 	ESSE05 	U	-49.00		-	1.81	5.84	9999
ESSH03 	ESSE06 	U	-56.17		-	0.93	3.90	9999
ESSH03 	ESSE07 	U	-54.59		-	1.53	5.30	9999
ESSH03 	ESSE08 	U	-49.20		-	0.47	1.94	9999
ESSH03 	ESSE09 	U	-54.88		-	0.77	3.88	9999
ESSH03 	ESSE10 	U	-46.25		-	1.60	4.65	9999
ESSH03 	ESSE11 	FS	-45.62		1.29	0.15	-	9999
ESSH03 	ESSE12 	U	-62.39		-	2.62	7.12	9999
ESSH03 	ESSE13 	HS	-43.53		0.37	-	1.36	9999
ESSH03 	ESSE14 	U	-53.72		-	2.73	7.36	9999
ESSH03 	ESSE15 	FS	-45.00		5.66	1.05	-	9999
ESSH03 	ESSE16 	HS	-48.23		0.43	-	1.49	9999
ESSH03 	ESSE17 	U	-46.25		-	1.28	4.38	9999
ESSH03 	ESSE18 	U	-49.98		-	0.71	3.92	9999
ESSH03 	ESSE19 	U	-59.58		-	1.90	5.29	9999
ESSH03 	ESSE20 	U	-55.20		-	2.46	6.93	9999
ESSH03 	ESSE21 	U	-50.30		-	2.81	7.05	9999
ESSH03 	ESSE22 	U	-32.17		-	1.17	3.50	9999
ESSH03 	ESSE23 	U	-45.91		-	0.88	3.35	9999
ESSH03 	ESSE24 	U	-51.50		-	2.33	5.87	9999
ESSH03 	ESSE25 	U	-45.92		-	0.65	2.89	9999
ESSH03 	ESSE26 	U	-47.90		-	2.59	6.97	9999
ESSH03 	ESSE27 	U	-49.75		-	2.35	6.53	9999
ESSH03 	ESSE28 	U	-49.86		-	1.90	4.85	9999
ESSH03 	ESSH10 	U	-52.11		-	2.20	5.82	9999
ESSH03 	ESSH11 	U	-55.86		-	3.52	8.31	9999
ESSH03 	ESSH12 	U	-49.64		-	2.04	5.74	9999
ESSH03 	ESSH13 	HS	-43.88		0.31	-	1.73	0.30
ESSH03 	ESSH14 	U	-50.34		-	0.82	3.56	9999
ESSH03 	ESSH15 	U	-48.19		-	0.48	2.53	9999
ESSH03 	ESSH16 	U	-50.81		-	1.50	3.44	9999
ESSH03 	ESSH17 	U	-55.23		-	0.65	3.54	9999
ESSH03 	ESSH18 	FS	-53.52		0.88	0.07	-	9999
ESSH03 	ESSH19 	U	-53.28		-	0.41	2.90	9999
ESSH03 	ESSH08 	PO	-49.31		0.64	0.16	2.35	-
ESSH03 	ESSH09 	U	-50.27		-	0.27	2.70	9999
ESSH03 	ESSH01 	HS	-47.45		0.96	-	1.66	9999
ESSH03 	ESSH02 	HS	-46.75		0.74	-	1.56	9999
ESSH04 	ESSR18 	U	-55.39		-	0.96	3.64	9999
ESSH04 	ESSR19 	U	-60.80		-	0.84	3.71	9999
ESSH04 	ESSR20 	U	-58.97		-	2.56	7.33	9999
ESSH04 	ESSR01 	U	-57.69		-	1.67	5.06	9999
ESSH04 	ESSR02 	U	-55.76		-	1.30	5.01	9999
ESSH04 	ESSR03 	U	-59.08		-	0.87	3.83	9999
ESSH04 	ESSR04 	U	-59.22		-	2.29	5.73	9999
ESSH04 	ESSR05 	HS	-51.26		0.79	-	0.59	9999
ESSH04 	ESSR06 	U	-63.93		-	1.90	5.08	9999
ESSH04 	ESSR07 	U	-54.04		-	0.97	3.64	9999
ESSH04 	ESSR08 	U	-60.63		-	1.56	5.24	9999
ESSH04 	ESSR09 	U	-59.71		-	4.29	9.83	9999
ESSH04 	ESSR10 	FS	-47.68		1.45	0.10	-	9999
ESSH04 	ESSR11 	U	-55.17		-	0.95	3.29	9999
ESSH04 	ESSR12 	U	-57.23		-	2.77	6.08	9999
ESSH04 	ESSR13 	HS	-45.59		0.78	-	1.26	9999
ESSH04 	ESSR14 	U	-66.47		-	3.18	7.60	9999
ESSH04 	ESSR15 	U	-47.76		-	0.91	3.72	9999
ESSH04 	ESSR16 	U	-57.39		-	0.45	2.78	9999
ESSH04 	ESSR17 	HS	-59.65		1.38	-	0.11	9999
ESSH04 	ESSR21 	U	-57.45		-	1.29	4.27	9999
ESSH04 	ESSR22 	U	-58.46		-	2.92	7.69	9999
ESSH04 	ESSR23 	U	-63.39		-	4.03	9.33	9999
ESSH04 	ESSR24 	U	-55.59		-	2.91	6.77	9999
ESSH04 	ESSR25 	U	-61.71		-	4.05	8.37	9999
ESSH04 	ESSR26 	U	-61.84		-	1.17	4.48	9999
ESSH04 	ESSR27 	FS	-54.73		3.98	1.23	-	9999
ESSH04 	ESSR28 	U	-50.54		-	2.21	6.40	9999
ESSH04 	ESSE01 	HS	-53.00		1.43	-	1.29	9999
ESSH04 	ESSE02 	U	-69.23		-	1.56	5.21	9999
ESSH04 	ESSE03 	U	-61.52		-	2.76	6.40	9999
ESSH04 	ESSE04 	U	-54.19		-	1.31	4.25	9999
ESSH04 	ESSE05 	U	-56.05		-	2.08	5.53	9999
ESSH04 	ESSE06 	U	-65.96		-	3.02	7.28	9999
ESSH04 	ESSE07 	U	-62.21		-	0.17	2.63	9999
ESSH04 	ESSE08 	U	-56.70		-	1.11	3.98	9999
ESSH04 	ESSE09 	U	-62.39		-	1.52	4.97	9999
ESSH04 	ESSE10 	U	-54.26		-	2.28	5.56	9999
ESSH04 	ESSE11 	U	-54.42		-	1.60	5.74	9999
ESSH04 	ESSE12 	U	-70.83		-	3.28	6.99	9999
ESSH04 	ESSE13 	U	-51.32		-	3.05	7.47	9999
ESSH04 	ESSE14 	U	-63.21		-	2.15	6.23	9999
ESSH04 	ESSE15 	U	-60.15		-	0.95	3.58	9999
ESSH04 	ESSE16 	U	-58.85		-	1.59	5.89	9999
ESSH04 	ESSE17 	U	-55.13		-	1.69	3.40	9999
ESSH04 	ESSE18 	U	-58.07		-	4.37	9.94	9999
ESSH04 	ESSE19 	U	-67.09		-	3.18	8.24	9999
ESSH04 	ESSE20 	U	-62.83		-	2.33	6.27	9999
ESSH04 	ESSE21 	U	-62.30		-	3.32	7.14	9999
ESSH04 	ESSE22 	U	-38.21		-	1.93	3.99	9999
ESSH04 	ESSE23 	U	-57.14		-	0.88	3.74	9999
ESSH04 	ESSE24 	U	-61.53		-	1.72	6.13	9999
ESSH04 	ESSE25 	U	-56.08		-	1.31	5.27	9999
ESSH04 	ESSE26 	U	-57.92		-	2.91	7.08	9999
ESSH04 	ESSE27 	U	-59.78		-	1.42	4.89	9999
ESSH04 	ESSE28 	U	-57.28		-	2.38	5.20	9999
ESSH04 	ESSH10 	U	-59.61		-	2.61	6.25	9999
ESSH04 	ESSH11 	U	-63.28		-	3.54	6.99	9999
ESSH04 	ESSH12 	U	-57.06		-	1.21	4.36	9999
ESSH04 	ESSH13 	HS	-51.50		0.31	-	1.41	9999
ESSH04 	ESSH14 	U	-57.25		-	3.47	8.20	9999
ESSH04 	ESSH15 	U	-55.81		-	1.08	4.75	9999
ESSH04 	ESSH16 	U	-59.50		-	3.04	7.23	9999
ESSH04 	ESSH17 	U	-62.65		-	1.77	5.24	9999
ESSH04 	ESSH18 	HS	-61.80		0.11	-	1.19	9999
ESSH04 	ESSH19 	U	-63.04		-	1.65	6.04	9999
ESSH04 	ESSH08 	U	-57.46		-	1.08	3.18	9999
ESSH04 	ESSH09 	U	-57.77		-	0.75	3.89	9999
ESSH04 	ESSH01 	U	-55.59		-	1.02	2.85	9999
ESSH04 	ESSH02 	U	-55.60		-	2.68	6.41	9999
ESSH04 	ESSH03 	PO	-45.30		4.05	1.56	2.02	-
ESSH05 	ESSR18 	U	-57.47		-	2.83	6.25	9999
ESSH05 	ESSR19 	HS	-62.74		0.15	-	2.94	9999
ESSH05 	ESSR20 	U	-61.05		-	0.25	3.97	9999
ESSH05 	ESSR01 	U	-59.78		-	1.92	6.44	9999
ESSH05 	ESSR02 	U	-57.85		-	2.51	7.08	9999
ESSH05 	ESSR03 	U	-61.17		-	2.47	6.85	9999
ESSH05 	ESSR04 	HS	-60.90		0.40	-	2.44	9999
ESSH05 	ESSR05 	HS	-53.17		0.96	-	1.04	9999
ESSH05 	ESSR06 	U	-66.01		-	2.46	5.85	9999
ESSH05 	ESSR07 	U	-56.13		-	3.02	7.20	9999
ESSH05 	ESSR08 	U	-62.71		-	1.58	4.17	9999
ESSH05 	ESSR09 	U	-61.80		-	3.92	9.30	9999
ESSH05 	ESSR10 	U	-49.49		-	0.17	1.84	9999
ESSH05 	ESSR11 	U	-57.25		-	0.34	3.20	9999
ESSH05 	ESSR12 	U	-57.69		-	2.26	5.23	9999
ESSH05 	ESSR13 	HS	-46.23		0.37	-	1.72	9999
ESSH05 	ESSR14 	U	-68.55		-	0.56	3.62	9999
ESSH05 	ESSR15 	U	-48.00		-	1.91	5.40	9999
ESSH05 	ESSR16 	U	-59.47		-	0.23	2.77	9999
ESSH05 	ESSR17 	HS	-62.16		0.95	-	2.71	9999
ESSH05 	ESSR21 	U	-57.91		-	1.97	4.92	9999
ESSH05 	ESSR22 	U	-58.93		-	0.49	4.23	9999
ESSH05 	ESSR23 	U	-63.85		-	3.67	8.66	9999
ESSH05 	ESSR24 	U	-56.05		-	3.04	6.34	9999
ESSH05 	ESSR25 	U	-62.17		-	2.52	5.82	9999
ESSH05 	ESSR26 	U	-62.31		-	2.66	6.60	9999
ESSH05 	ESSR27 	U	-59.18		-	1.77	5.72	9999
ESSH05 	ESSR28 	U	-51.00		-	2.37	6.59	9999
ESSH05 	ESSE01 	U	-56.51		-	2.24	6.05	9999
ESSH05 	ESSE02 	U	-71.31		-	1.43	3.71	9999
ESSH05 	ESSE03 	U	-63.61		-	1.54	5.35	9999
ESSH05 	ESSE04 	U	-54.65		-	2.42	5.42	9999
ESSH05 	ESSE05 	U	-58.13		-	1.48	5.33	9999
ESSH05 	ESSE06 	U	-68.04		-	0.87	4.35	9999
ESSH05 	ESSE07 	U	-64.29		-	3.13	7.36	9999
ESSH05 	ESSE08 	U	-58.79		-	0.18	3.15	9999
ESSH05 	ESSE09 	U	-64.47		-	2.63	6.63	9999
ESSH05 	ESSE10 	U	-55.90		-	1.70	5.41	9999
ESSH05 	ESSE11 	U	-56.50		-	1.01	4.98	9999
ESSH05 	ESSE12 	HS	-71.99		0.92	-	3.10	9999
ESSH05 	ESSE13 	U	-53.41		-	0.78	4.00	9999
ESSH05 	ESSE14 	HS	-63.99		1.30	-	1.05	9999
ESSH05 	ESSE15 	U	-62.24		-	1.07	4.59	9999
ESSH05 	ESSE16 	U	-60.94		-	2.43	7.13	9999
ESSH05 	ESSE17 	U	-57.22		-	0.94	3.30	9999
ESSH05 	ESSE18 	U	-60.15		-	2.61	7.43	9999
ESSH05 	ESSE19 	U	-69.17		-	2.71	7.95	9999
ESSH05 	ESSE20 	U	-64.91		-	0.25	2.93	9999
ESSH05 	ESSE21 	U	-62.76		-	2.70	6.13	9999
ESSH05 	ESSE22 	U	-40.97		-	2.02	4.13	9999
ESSH05 	ESSE23 	U	-57.60		-	2.68	7.50	9999
ESSH05 	ESSE24 	HS	-61.17		0.82	-	3.08	9999
ESSH05 	ESSE25 	U	-56.55		-	3.96	8.61	9999
ESSH05 	ESSE26 	HS	-57.01		1.38	-	2.51	9999
ESSH05 	ESSE27 	U	-60.24		-	4.85	9.86	9999
ESSH05 	ESSE28 	HS	-58.10		1.27	-	1.52	9999
ESSH05 	ESSH10 	U	-61.70		-	1.00	3.89	9999
ESSH05 	ESSH11 	U	-65.37		-	1.45	3.76	9999
ESSH05 	ESSH12 	U	-59.15		-	0.22	2.07	9999
ESSH05 	ESSH13 	U	-53.90		-	2.21	5.52	9999
ESSH05 	ESSH14 	U	-59.34		-	1.81	5.97	9999
ESSH05 	ESSH15 	U	-57.89		-	2.24	6.73	9999
ESSH05 	ESSH16 	U	-61.58		-	3.41	8.55	9999
ESSH05 	ESSH17 	U	-64.74		-	2.10	6.66	9999
ESSH05 	ESSH18 	U	-63.99		-	2.98	6.33	9999
ESSH05 	ESSH19 	U	-65.13		-	1.82	5.48	9999
ESSH05 	ESSH08 	U	-59.54		-	1.52	4.28	9999
ESSH05 	ESSH09 	U	-59.86		-	2.16	6.29	9999
ESSH05 	ESSH01 	U	-57.68		-	2.17	6.49	9999
ESSH05 	ESSH02 	HS	-57.55		0.14	-	3.15	9999
ESSH05 	ESSH03 	U	-49.70		-	1.62	4.71	9999
ESSH05 	ESSH04 	U	-58.62		-	0.26	1.45	9999
ESSH06 	ESSR18 	U	-62.06		-	1.83	6.08	9999
ESSH06 	ESSR19 	U	-67.48		-	3.09	6.72	9999
ESSH06 	ESSR20 	U	-65.64		-	4.09	9.73	9999
ESSH06 	ESSR01 	U	-64.36		-	0.32	2.81	9999
ESSH06 	ESSR02 	U	-62.43		-	2.66	6.77	9999
ESSH06 	ESSR03 	HS	-65.55		0.20	-	2.64	9999
ESSH06 	ESSR04 	U	-65.89		-	2.72	6.77	9999
ESSH06 	ESSR05 	HS	-58.63		0.08	-	2.19	9999
ESSH06 	ESSR06 	U	-70.60		-	2.92	7.45	9999
ESSH06 	ESSR07 	U	-60.71		-	2.08	6.69	9999
ESSH06 	ESSR08 	U	-67.30		-	1.85	6.50	9999
ESSH06 	ESSR09 	U	-66.38		-	2.99	6.33	9999
ESSH06 	ESSR10 	U	-55.37		-	4.03	9.23	9999
ESSH06 	ESSR11 	HS	-61.03		0.81	-	0.77	9999
ESSH06 	ESSR12 	U	-59.87		-	1.52	4.83	9999
ESSH06 	ESSR13 	U	-52.45		-	1.29	4.52	9999
ESSH06 	ESSR14 	U	-73.14		-	0.28	4.30	9999
ESSH06 	ESSR15 	HS	-53.82		0.02	-	1.39	9999
ESSH06 	ESSR16 	HS	-63.92		0.14	-	1.33	9999
ESSH06 	ESSR17 	U	-67.70		-	2.87	7.98	9999
ESSH06 	ESSR21 	U	-58.28		-	3.89	8.69	9999
ESSH06 	ESSR22 	U	-61.11		-	1.17	3.81	9999
ESSH06 	ESSR23 	U	-66.03		-	3.55	8.53	9999
ESSH06 	ESSR24 	U	-58.23		-	1.51	5.69	9999
ESSH06 	ESSR25 	U	-64.35		-	1.41	5.63	9999
ESSH06 	ESSR26 	HS	-64.39		0.10	-	2.37	9999
ESSH06 	ESSR27 	HS	-59.69		1.67	-	2.57	9999
ESSH06 	ESSR28 	U	-53.18		-	1.77	4.84	9999
ESSH06 	ESSE01 	U	-61.10		-	2.28	6.18	9999
ESSH06 	ESSE02 	HS	-74.42		1.48	-	1.22	9999
ESSH06 	ESSE03 	U	-68.19		-	3.39	7.07	9999
ESSH06 	ESSE04 	U	-56.83		-	1.42	5.26	9999
ESSH06 	ESSE05 	HS	-61.85		0.87	-	2.18	9999
ESSH06 	ESSE06 	U	-72.63		-	0.73	2.50	9999
ESSH06 	ESSE07 	U	-68.88		-	4.40	9.26	9999
ESSH06 	ESSE08 	HS	-62.80		0.58	-	2.46	9999
ESSH06 	ESSE09 	U	-69.06		-	2.83	7.77	9999
ESSH06 	ESSE10 	U	-60.69		-	3.76	8.08	9999
ESSH06 	ESSE11 	U	-61.09		-	0.95	5.13	9999
ESSH06 	ESSE12 	U	-77.50		-	4.26	9.84	9999
ESSH06 	ESSE13 	U	-57.99		-	2.96	7.85	9999
ESSH06 	ESSE14 	U	-69.88		-	2.42	6.72	9999
ESSH06 	ESSE15 	U	-66.82		-	4.05	9.66	9999
ESSH06 	ESSE16 	U	-65.53		-	4.82	10.82	9999
ESSH06 	ESSE17 	U	-61.80		-	2.51	6.55	9999
ESSH06 	ESSE18 	U	-64.74		-	3.21	7.58	9999
ESSH06 	ESSE19 	U	-73.76		-	2.93	7.92	9999
ESSH06 	ESSE20 	U	-69.50		-	0.08	2.58	9999
ESSH06 	ESSE21 	U	-64.94		-	3.41	7.89	9999
ESSH06 	ESSE22 	U	-41.43		-	2.94	7.00	9999
ESSH06 	ESSE23 	U	-59.78		-	2.44	7.11	9999
ESSH06 	ESSE24 	U	-64.17		-	0.04	1.83	9999
ESSH06 	ESSE25 	U	-58.73		-	3.57	8.52	9999
ESSH06 	ESSE26 	U	-60.57		-	1.26	4.41	9999
ESSH06 	ESSE27 	U	-62.42		-	2.25	6.77	9999
ESSH06 	ESSE28 	U	-63.95		-	3.78	9.15	9999
ESSH06 	ESSH10 	U	-66.28		-	1.76	5.67	9999
ESSH06 	ESSH11 	U	-69.95		-	2.64	6.80	9999
ESSH06 	ESSH12 	U	-63.74		-	2.07	6.07	9999
ESSH06 	ESSH13 	U	-58.48		-	1.70	4.33	9999
ESSH06 	ESSH14 	U	-63.92		-	1.45	5.83	9999
ESSH06 	ESSH15 	U	-62.48		-	0.58	2.85	9999
ESSH06 	ESSH16 	U	-66.17		-	0.50	2.94	9999
ESSH06 	ESSH17 	HS	-69.11		0.21	-	3.70	9999
ESSH06 	ESSH18 	U	-68.58		-	2.21	6.95	9999
ESSH06 	ESSH19 	U	-69.71		-	3.13	8.32	9999
ESSH06 	ESSH08 	U	-64.13		-	1.64	5.50	9999
ESSH06 	ESSH09 	U	-64.44		-	1.14	5.61	9999
ESSH06 	ESSH01 	U	-62.26		-	3.89	8.65	9999
ESSH06 	ESSH02 	U	-62.28		-	3.42	8.52	9999
ESSH06 	ESSH03 	U	-55.58		-	1.92	6.03	9999
ESSH06 	ESSH04 	U	-63.20		-	1.08	4.94	9999
ESSH06 	ESSH05 	HS	-64.79		0.50	-	3.00	9999
ESSH07 	ESSR18 	U	-57.20		-	2.16	6.60	9999
ESSH07 	ESSR19 	U	-62.61		-	1.61	6.06	9999
ESSH07 	ESSR20 	U	-60.78		-	3.53	8.04	9999
ESSH07 	ESSR01 	U	-59.50		-	0.71	4.91	9999
ESSH07 	ESSR02 	U	-57.57		-	3.81	8.25	9999
ESSH07 	ESSR03 	U	-60.89		-	2.90	6.78	9999
ESSH07 	ESSR04 	U	-61.03		-	2.79	7.01	9999
ESSH07 	ESSR05 	U	-52.55		-	0.40	3.97	9999
ESSH07 	ESSR06 	U	-65.74		-	2.31	6.37	9999
ESSH07 	ESSR07 	U	-54.55		-	2.27	6.31	9999
ESSH07 	ESSR08 	U	-62.44		-	0.96	4.46	9999
ESSH07 	ESSR09 	U	-61.52		-	2.61	7.38	9999
ESSH07 	ESSR10 	U	-49.44		-	3.17	6.98	9999
ESSH07 	ESSR11 	U	-56.98		-	3.54	8.67	9999
ESSH07 	ESSR12 	U	-57.41		-	0.71	3.80	9999
ESSH07 	ESSR13 	U	-48.11		-	0.63	2.00	9999
ESSH07 	ESSR14 	U	-68.28		-	1.02	3.86	9999
ESSH07 	ESSR15 	U	-49.51		-	1.96	5.48	9999
ESSH07 	ESSR16 	U	-59.20		-	0.88	3.87	9999
ESSH07 	ESSR17 	U	-62.84		-	2.56	6.72	9999
ESSH07 	ESSR21 	U	-57.22		-	4.89	10.21	9999
ESSH07 	ESSR22 	FS	-57.87		0.78	0.29	-	9999
ESSH07 	ESSR23 	U	-63.58		-	0.99	3.59	9999
ESSH07 	ESSR24 	U	-55.78		-	2.33	6.36	9999
ESSH07 	ESSR25 	U	-61.90		-	3.25	8.11	9999
ESSH07 	ESSR26 	U	-60.73		-	2.33	6.76	9999
ESSH07 	ESSR27 	U	-58.90		-	4.57	10.09	9999
ESSH07 	ESSR28 	U	-50.72		-	1.46	3.92	9999
ESSH07 	ESSE01 	HS	-55.51		0.73	-	2.79	9999
ESSH07 	ESSE02 	U	-71.04		-	2.27	6.80	9999
ESSH07 	ESSE03 	U	-63.33		-	1.75	5.19	9999
ESSH07 	ESSE04 	U	-54.38		-	0.64	2.60	9999
ESSH07 	ESSE05 	U	-57.86		-	2.97	7.88	9999
ESSH07 	ESSE06 	HS	-67.41		0.36	-	2.77	9999
ESSH07 	ESSE07 	U	-64.02		-	3.59	8.72	9999
ESSH07 	ESSE08 	U	-58.51		-	0.96	2.88	9999
ESSH07 	ESSE09 	U	-64.20		-	0.65	4.53	9999
ESSH07 	ESSE10 	U	-54.96		-	2.74	5.88	9999
ESSH07 	ESSE11 	PO	-52.66		3.56	1.11	1.58	-
ESSH07 	ESSE12 	U	-72.64		-	2.93	7.84	9999
ESSH07 	ESSE13 	HS	-51.78		1.35	-	1.17	9999
ESSH07 	ESSE14 	U	-65.02		-	2.92	6.39	9999
ESSH07 	ESSE15 	U	-61.96		-	1.36	4.64	9999
ESSH07 	ESSE16 	U	-60.66		-	0.79	3.57	9999
ESSH07 	ESSE17 	U	-56.94		-	2.36	6.98	9999
ESSH07 	ESSE18 	FS	-57.44		2.44	0.44	-	9999
ESSH07 	ESSE19 	U	-68.90		-	1.65	6.06	9999
ESSH07 	ESSE20 	U	-64.64		-	2.67	7.09	9999
ESSH07 	ESSE21 	U	-62.48		-	2.60	5.86	9999
ESSH07 	ESSE22 	HS	-41.24		0.27	-	1.59	9999
ESSH07 	ESSE23 	U	-57.33		-	2.57	6.72	9999
ESSH07 	ESSE24 	U	-61.71		-	0.38	2.85	9999
ESSH07 	ESSE25 	U	-56.27		-	2.20	5.36	9999
ESSH07 	ESSE26 	U	-58.11		-	2.62	7.30	9999
ESSH07 	ESSE27 	U	-59.97		-	2.79	7.08	9999
ESSH07 	ESSE28 	U	-59.09		-	0.84	4.31	9999
ESSH07 	ESSH10 	U	-61.42		-	1.28	3.39	9999
ESSH07 	ESSH11 	HS	-64.50		0.59	-	2.25	9999
ESSH07 	ESSH12 	U	-58.87		-	3.20	8.20	9999
ESSH07 	ESSH13 	U	-53.62		-	2.12	5.99	9999
ESSH07 	ESSH14 	U	-59.06		-	0.17	1.61	9999
ESSH07 	ESSH15 	U	-57.62		-	1.21	3.91	9999
ESSH07 	ESSH16 	HS	-60.70		0.61	-	1.94	9999
ESSH07 	ESSH17 	U	-64.46		-	0.41	3.29	9999
ESSH07 	ESSH18 	U	-63.72		-	2.45	6.11	9999
ESSH07 	ESSH19 	HS	-63.38		1.47	-	1.78	9999
ESSH07 	ESSH08 	U	-59.27		-	0.12	2.12	9999
ESSH07 	ESSH09 	U	-59.58		-	1.72	6.08	9999
ESSH07 	ESSH01 	U	-57.40		-	0.55	3.51	9999
ESSH07 	ESSH02 	HS	-57.04		0.37	-	1.81	9999
ESSH07 	ESSH03 	PO	-48.46		1.19	0.09	1.57	-
ESSH07 	ESSH04 	U	-58.34		-	4.30	9.85	9999
ESSH07 	ESSH05 	U	-60.43		-	0.44	2.58	9999
ESSH07 	ESSH06 	U	-65.01		-	1.64	6.03	9999
ESSH20 	ESSR18 	U	-38.71		-	2.06	4.57	9999
ESSH20 	ESSR19 	U	-45.51		-	1.52	3.73	9999
ESSH20 	ESSR20 	U	-43.06		-	0.94	3.49	9999
ESSH20 	ESSR01 	U	-40.88		-	0.72	2.15	9999
ESSH20 	ESSR02 	HS	-40.15		0.14	-	2.13	9999
ESSH20 	ESSR03 	U	-37.93		-	0.02	1.75	9999
ESSH20 	ESSR04 	U	-41.93		-	1.03	2.64	9999
ESSH20 	ESSR05 	U	-37.65		-	2.47	5.27	9999
ESSH20 	ESSR06 	U	-47.68		-	0.65	3.23	9999
ESSH20 	ESSR07 	U	-37.04		-	1.72	4.24	9999
ESSH20 	ESSR08 	U	-43.31		-	1.41	3.75	9999
ESSH20 	ESSR09 	U	-40.83		-	2.56	6.00	9999
ESSH20 	ESSR10 	U	-31.96		-	0.12	2.50	9999
ESSH20 	ESSR11 	HS	-40.91		0.71	-	1.91	9999
ESSH20 	ESSR12 	U	-43.33		-	1.80	5.30	9999
ESSH20 	ESSR13 	U	-31.86		-	0.55	2.59	9999
ESSH20 	ESSR14 	U	-48.03		-	2.47	6.39	9999
ESSH20 	ESSR15 	U	-33.03		-	0.32	2.52	9999
ESSH20 	ESSR16 	U	-43.56		-	1.25	3.77	9999
ESSH20 	ESSR17 	U	-45.43		-	1.78	5.31	9999
ESSH20 	ESSR21 	U	-44.39		-	2.93	6.64	9999
ESSH20 	ESSR22 	U	-44.61		-	1.85	5.10	9999
ESSH20 	ESSR23 	U	-46.37		-	0.39	2.85	9999
ESSH20 	ESSR24 	U	-43.60		-	1.41	3.92	9999
ESSH20 	ESSR25 	U	-48.08		-	2.17	5.56	9999
ESSH20 	ESSR26 	U	-49.50		-	3.09	6.26	9999
ESSH20 	ESSR27 	U	-45.42		-	3.36	7.51	9999
ESSH20 	ESSR28 	U	-38.79		-	1.41	4.12	9999
ESSH20 	ESSE01 	U	-37.71		-	1.09	3.77	9999
ESSH20 	ESSE02 	HS	-46.33		0.94	-	2.47	9999
ESSH20 	ESSE03 	HS	-42.68		0.38	-	2.23	9999
ESSH20 	ESSE04 	U	-39.91		-	0.60	2.53	9999
ESSH20 	ESSE05 	U	-40.44		-	2.44	6.32	9999
ESSH20 	ESSE06 	U	-47.77		-	2.23	4.70	9999
ESSH20 	ESSE07 	U	-47.01		-	2.58	5.70	9999
ESSH20 	ESSE08 	U	-40.40		-	2.22	4.84	9999
ESSH20 	ESSE09 	U	-42.83		-	3.00	6.61	9999
ESSH20 	ESSE10 	U	-44.06		-	1.28	4.34	9999
ESSH20 	ESSE11 	U	-38.47		-	1.01	3.67	9999
ESSH20 	ESSE12 	U	-47.55		-	0.93	3.38	9999
ESSH20 	ESSE13 	U	-36.01		-	0.98	2.95	9999
ESSH20 	ESSE14 	U	-43.75		-	0.87	3.55	9999
ESSH20 	ESSE15 	U	-41.73		-	0.31	2.84	9999
ESSH20 	ESSE16 	U	-41.78		-	1.11	3.94	9999
ESSH20 	ESSE17 	FS	-36.59		4.47	1.51	-	0.60
ESSH20 	ESSE18 	HS	-40.99		0.77	-	2.66	9999
ESSH20 	ESSE19 	U	-47.49		-	2.91	6.91	9999
ESSH20 	ESSE20 	U	-45.10		-	1.90	4.78	9999
ESSH20 	ESSE21 	FS	-44.89		3.39	0.77	-	9999
ESSH20 	ESSE22 	U	-35.25		-	2.70	5.31	9999
ESSH20 	ESSE23 	U	-45.10		-	0.39	1.98	9999
ESSH20 	ESSE24 	U	-47.74		-	0.08	2.71	9999
ESSH20 	ESSE25 	U	-43.44		-	1.68	4.25	9999
ESSH20 	ESSE26 	U	-45.33		-	1.02	3.69	9999
ESSH20 	ESSE27 	HS	-44.40		2.09	-	0.55	9999
ESSH20 	ESSE28 	U	-42.94		-	2.96	6.96	9999
ESSH20 	ESSH10 	U	-42.86		-	2.72	6.05	9999
ESSH20 	ESSH11 	U	-46.13		-	1.68	4.52	9999
ESSH20 	ESSH12 	U	-39.32		-	1.53	4.30	9999
ESSH20 	ESSH13 	HS	-37.69		0.04	-	1.34	9999
ESSH20 	ESSH14 	U	-42.14		-	1.00	3.65	9999
ESSH20 	ESSH15 	HS	-40.62		0.48	-	1.99	9999
ESSH20 	ESSH16 	U	-41.58		-	2.30	5.54	9999
ESSH20 	ESSH17 	U	-44.25		-	1.55	3.63	9999
ESSH20 	ESSH18 	U	-42.77		-	2.39	4.66	9999
ESSH20 	ESSH19 	U	-44.87		-	1.91	5.00	9999
ESSH20 	ESSH08 	U	-40.60		-	2.64	6.37	9999
ESSH20 	ESSH09 	U	-40.46		-	1.94	4.83	9999
ESSH20 	ESSH01 	U	-42.12		-	0.68	3.30	9999
ESSH20 	ESSH02 	U	-41.84		-	2.63	5.51	9999
ESSH20 	ESSH03 	U	-31.02		-	1.66	4.19	9999
